"Time","Boost pressure","Engine oil pressure","Engine oil level","Engine oil level","Cam position","TAG"
"sec","mbar","bar","l","mm","deg."," "
149.11,1004.0000,2.4400,4.4360,66.9000,561.1900,""
149.46,1004.0000,2.4400,4.4360,66.9000,21.5000,""
149.78,1004.0000,2.4400,4.4360,66.9000,21.0000,""
150.11,1004.0000,2.4400,4.4360,66.7000,93.8800,""
150.43,1004.0000,2.4400,4.4360,66.7000,93.8800,""
150.75,1004.0000,2.4400,4.4360,66.7000,21.0600,""
151.07,1004.0000,2.4400,4.4360,66.7000,93.8800,""
151.41,1004.0000,2.4400,4.4360,66.7000,94.1900,""
151.75,1004.0000,2.4400,4.4360,66.7000,129.8800,""
152.07,1004.0000,2.4400,4.4360,66.7000,129.8800,""
152.42,1004.0000,2.4400,4.4360,66.7000,309.6900,""
152.80,1004.0000,2.4400,4.4360,66.7000,561.0600,""
153.15,1004.0000,2.4000,4.4360,66.4000,634.1900,""
153.47,1004.0000,2.4400,4.4360,66.4000,21.0600,""
153.81,1004.0000,2.4400,4.4360,66.4000,93.8800,""
154.14,1004.0000,2.4400,4.4360,66.2000,129.7500,""
154.46,1004.0000,2.4400,4.4360,66.2000,129.8800,""
154.80,1004.0000,2.4400,4.4360,66.2000,273.5000,""
155.15,1004.0000,2.4400,4.4360,66.2000,454.0600,""
155.47,1004.0000,2.4400,4.4360,66.2000,454.0000,""
155.78,1004.0000,2.4400,4.4360,66.2000,309.7500,""
156.10,1004.0000,2.4400,4.4360,66.5000,454.1900,""
156.43,1004.0000,2.4400,4.4360,66.5000,454.0000,""
156.80,1004.0000,2.4400,4.4360,66.5000,21.0000,""
157.14,1004.0000,2.4400,4.4360,67.3000,129.7500,""
157.46,1004.0000,2.4400,4.4360,67.3000,129.8800,""
157.79,1004.0000,2.4400,4.4360,67.3000,129.7500,""
158.13,1004.0000,2.4400,4.4360,67.5000,129.7500,""
158.45,1004.0000,2.4400,4.4360,67.5000,129.8800,""
158.80,1004.0000,2.4400,4.4360,67.5000,309.8800,""
159.12,1004.0000,2.4400,4.4360,67.5000,309.7500,""
159.44,1004.0000,2.4400,4.4360,67.5000,309.6900,""
159.76,1004.0000,2.4400,4.4360,67.5000,309.7500,""
160.08,1004.0000,2.4400,4.4360,67.5000,309.7500,""
160.40,1004.0000,2.4400,4.4360,67.5000,309.7500,""
160.75,1004.0000,2.4400,4.4360,67.5000,454.0000,""
161.10,1004.0000,2.4400,4.4360,66.8000,634.1900,""
161.46,1004.0000,2.4400,4.4360,66.8000,94.0000,""
161.78,1004.0000,2.4400,4.4360,66.8000,129.7500,""
162.13,1004.0000,2.4400,4.4360,66.4000,129.7500,""
162.50,1004.0000,2.4400,4.4360,66.4000,454.0000,""
162.85,1004.0000,2.4400,4.4360,66.4000,561.1900,""
163.17,1004.0000,2.4400,4.4360,66.4000,634.1900,""
163.52,1004.0000,2.4400,4.4360,66.4000,634.0600,""
163.84,1004.0000,2.4400,4.4360,66.4000,21.0000,""
164.19,1004.0000,2.4400,4.4360,66.6000,129.8800,""
164.54,1004.0000,2.4400,4.4360,66.6000,273.5000,""
164.88,1004.0000,2.4400,4.4360,66.6000,309.6900,""
165.17,1004.0000,2.4400,4.4360,66.8000,129.7500,""
165.52,1004.0000,2.4400,4.4360,66.8000,634.3800,""
165.86,1010.0000,2.6000,4.4360,66.8000,130.0000,""
166.22,1010.0000,2.5600,4.4360,66.8000,454.0600,""
166.59,1010.0000,2.5200,4.4360,66.8000,93.8800,""
166.94,1010.0000,2.4800,4.4360,66.8000,129.8800,""
167.31,1010.0000,2.4400,4.4360,66.9000,309.7500,""
167.68,1010.0000,2.4000,4.4360,66.9000,634.0600,""
168.05,1010.0000,2.4000,4.4360,67.1000,129.8800,""
168.42,1004.0000,2.4000,4.4360,67.1000,309.7500,""
168.80,1004.0000,2.4400,4.4360,67.1000,634.0600,""
169.15,1004.0000,2.4400,4.4360,68.0000,93.7500,""
169.52,1004.0000,2.4400,4.4360,68.0000,309.7500,""
169.90,1004.0000,2.4400,4.4360,68.0000,561.0600,""
170.24,1010.0000,2.4400,4.4360,68.0000,634.2500,""
170.58,1004.0000,2.4400,4.4360,68.0000,21.0000,""
170.96,1004.0000,2.4400,4.4360,68.0000,309.7500,""
171.31,1010.0000,2.4400,4.4360,68.0000,454.0000,""
171.63,1010.0000,2.4400,4.4360,68.0000,454.0000,""
172.02,1004.0000,2.4400,4.4360,68.0000,130.0600,""
172.35,1004.0000,2.5200,4.4360,67.8000,21.2500,""
172.72,1004.0000,2.7200,4.4360,67.8000,21.3800,""
173.04,1001.0000,2.7600,4.4360,67.8000,130.0600,""
173.49,1046.0000,2.8800,4.4360,67.4000,310.0600,""
173.84,1126.0000,2.9200,4.4360,67.4000,634.8800,""
174.19,1193.0000,3.0000,4.4360,67.4000,561.8800,""
174.59,1282.0000,3.0400,4.4360,67.4000,310.2500,""
174.93,1318.0000,3.1200,4.4360,67.4000,634.6900,""
175.30,1324.0000,3.0000,4.4360,68.0000,22.0000,""
175.65,1225.0000,2.9600,4.4360,68.0000,21.7500,""
175.99,1241.0000,2.9600,4.4360,68.0000,561.8800,""
176.35,1394.0000,3.8400,4.4360,72.0000,455.0600,""
176.70,1561.0000,4.4000,4.4360,72.0000,310.6900,""
177.04,1973.0000,4.4800,4.4360,72.0000,310.8800,""
177.41,2156.0000,4.5600,4.4360,77.8000,635.7500,""
177.73,2297.0000,4.5600,4.4360,77.8000,21.8800,""
178.11,1925.0000,4.4800,4.4360,81.7000,22.0000,""
178.48,1810.0000,4.4800,4.4360,81.7000,310.2500,""
178.83,1430.0000,4.4800,4.4360,81.7000,635.0000,""
179.17,1228.0000,4.4800,4.4360,83.5000,310.3800,""
179.52,1148.0000,4.4400,4.4360,83.5000,310.2500,""
179.87,1116.0000,4.4400,4.4360,83.5000,22.0000,""
180.26,1100.0000,4.4400,4.4360,84.2000,310.3800,""
180.63,1084.0000,4.4400,4.4360,84.2000,310.1900,""
180.98,1078.0000,4.3200,4.4360,84.1000,130.5000,""
181.33,1074.0000,3.5200,4.4360,84.1000,274.5000,""
181.68,1068.0000,3.2400,4.4360,84.1000,454.5600,""
182.05,1065.0000,3.0800,4.4360,84.2000,130.2500,""
182.43,1065.0000,3.0400,4.4360,84.2000,310.0600,""
182.80,1058.0000,3.0000,4.4360,84.2000,310.1900,""
183.12,1058.0000,2.9600,4.4360,81.8000,634.8800,""
183.52,1052.0000,2.9200,4.4360,81.8000,130.2500,""
183.89,1049.0000,2.8400,4.4360,81.8000,634.6900,""
184.22,1049.0000,2.8000,4.4360,75.8000,454.8800,""
184.59,1142.0000,2.9200,4.4360,75.8000,310.2500,""
184.96,1106.0000,3.9200,4.4360,75.8000,130.5000,""
185.33,1090.0000,4.3200,4.4360,70.0000,310.1900,""
185.65,1078.0000,3.8400,4.4360,70.0000,21.7500,""
186.02,1074.0000,3.1600,4.4360,70.0000,561.7500,""
186.42,1065.0000,3.0000,4.4360,65.0000,454.5000,""
186.80,1058.0000,2.9200,4.4360,65.0000,561.6900,""
187.15,1058.0000,2.8400,4.4360,61.1000,130.1900,""
187.49,1049.0000,2.8000,4.4360,61.1000,21.5600,""
187.90,1049.0000,2.8000,4.4360,61.1000,634.6900,""
188.27,1049.0000,2.7600,4.4360,58.0000,130.3800,""
188.62,1046.0000,2.7200,4.4360,58.0000,310.1900,""
189.01,1046.0000,2.6400,4.4360,58.0000,454.5600,""
189.36,1052.0000,2.7600,4.4360,56.4000,634.7500,""
189.71,1068.0000,2.8800,4.4360,56.4000,130.3800,""
190.06,1065.0000,2.9200,4.4360,56.4000,634.6900,""
190.42,1058.0000,2.8400,4.4360,56.4000,21.6900,""
190.82,1052.0000,2.7600,4.4360,56.4000,94.5000,""
191.22,1046.0000,2.6000,4.4360,56.6000,454.5000,""
191.55,1046.0000,2.5200,4.4360,56.6000,634.5600,""
191.89,1042.0000,2.4000,4.4360,56.6000,561.5000,""
192.27,1033.0000,2.3600,4.4360,57.0000,561.3800,""
192.67,1030.0000,2.2800,4.4360,57.0000,310.0000,""
193.02,1026.0000,2.2800,4.4360,57.0000,130.0000,""
193.38,1020.0000,2.2400,4.4360,57.0000,634.2500,""
193.70,1017.0000,2.2400,4.4360,57.0000,129.8800,""
194.06,1017.0000,2.2400,4.4360,57.2000,309.8800,""
194.45,1017.0000,2.2400,4.4360,57.2000,634.1900,""
194.85,1014.0000,2.2800,4.4360,57.2000,129.8800,""
195.22,1014.0000,2.2800,4.4360,57.1000,454.0600,""
195.62,1014.0000,2.3200,4.4360,57.1000,93.8800,""
195.97,1010.0000,2.3200,4.4360,57.1000,273.5000,""
196.35,1010.0000,2.3200,4.4360,57.1000,454.0600,""
196.77,1010.0000,2.3200,4.4360,57.1000,129.8800,""
197.15,1010.0000,2.3200,4.4360,57.2000,309.6900,""
197.55,1010.0000,2.3200,4.4360,57.2000,93.8800,""
197.94,1004.0000,2.3200,4.4360,57.2000,309.6900,""
198.30,1010.0000,2.3200,4.4360,58.2000,454.0600,""
198.74,1010.0000,2.3200,4.4360,58.2000,129.7500,""
199.09,1004.0000,2.3200,4.4360,59.9000,309.7500,""
199.46,1010.0000,2.3200,4.4360,59.9000,634.2500,""
199.81,1004.0000,2.3200,4.4360,59.9000,634.1900,""
200.21,1004.0000,2.3200,4.4360,61.9000,309.8800,""
200.58,1004.0000,2.3200,4.4360,61.9000,561.0600,""
200.98,1004.0000,2.3200,4.4360,61.8000,129.6900,""
201.39,1004.0000,2.3200,4.4360,63.4000,454.0600,""
201.73,1004.0000,2.3200,4.4360,63.4000,634.1900,""
202.13,1004.0000,2.3600,4.4360,63.4000,129.7500,""
202.48,1004.0000,2.3200,4.4360,64.5000,309.6900,""
202.85,1004.0000,2.3200,4.4360,64.5000,454.0600,""
203.20,1004.0000,2.3200,4.4360,65.3000,634.1900,""
203.52,1004.0000,2.3600,4.4360,65.3000,634.2500,""
203.86,1004.0000,2.3600,4.4360,65.3000,634.1900,""
204.18,1004.0000,2.3600,4.4360,65.9000,634.1900,""
204.53,1004.0000,2.3600,4.4360,65.9000,21.0000,""
204.85,1004.0000,2.3600,4.4360,65.9000,634.1900,""
205.17,1004.0000,2.3600,4.4360,66.4000,21.0000,""
205.49,1004.0000,2.3600,4.4360,66.4000,21.0000,""
205.79,1004.0000,2.3600,4.4360,66.4000,634.2500,""
206.11,1004.0000,2.3600,4.4360,66.4000,634.1900,""
206.45,1004.0000,2.3600,4.4360,66.7000,634.0600,""
206.75,1004.0000,2.3600,4.4360,66.7000,634.2500,""
207.07,1004.0000,2.3600,4.4360,66.7000,561.0600,""
207.38,1004.0000,2.3600,4.4360,66.9000,561.0000,""
207.68,1004.0000,2.3600,4.4360,66.9000,454.0000,""
207.98,1004.0000,2.3600,4.4360,66.9000,309.6900,""
208.32,1004.0000,2.3600,4.4360,67.1000,454.0600,""
208.67,1004.0000,2.4000,4.4360,67.1000,561.0600,""
208.98,1004.0000,2.4000,4.4360,67.1000,454.0600,""
209.31,1004.0000,2.4000,4.4360,67.3000,561.1900,""
209.65,1004.0000,2.3600,4.4360,67.3000,561.0600,""
209.98,1004.0000,2.3600,4.4360,67.3000,634.1900,""
210.30,1004.0000,2.4000,4.4360,67.5000,21.0600,""
210.64,1004.0000,2.4000,4.4360,67.5000,21.0000,""
210.98,1004.0000,2.4000,4.4360,67.5000,129.7500,""
211.31,1004.0000,2.4000,4.4360,67.5000,129.7500,""
211.63,1004.0000,2.4000,4.4360,67.5000,129.8800,""
211.95,1004.0000,2.4000,4.4360,67.5000,129.7500,""
212.29,1004.0000,2.4000,4.4360,67.6000,273.3800,""
212.62,1004.0000,2.4000,4.4360,67.6000,309.6900,""
212.96,1004.0000,2.4000,4.4360,67.6000,454.1900,""
213.30,1004.0000,2.4000,4.4360,67.6000,454.0600,""
213.60,1004.0000,2.4000,4.4360,67.6000,454.0600,""
213.95,1001.0000,2.4000,4.4360,67.6000,21.0600,""
214.27,1001.0000,2.5600,4.4360,67.6000,130.2500,""
214.61,998.0000,2.7600,4.4360,67.6000,561.7500,""
214.93,1033.0000,2.8000,4.4360,67.6000,274.2500,""
215.26,1033.0000,2.8000,4.4360,67.7000,634.7500,""
215.57,1074.0000,2.8800,4.4360,67.7000,310.1900,""
215.89,1164.0000,2.9200,4.4360,67.7000,635.0600,""
216.24,1260.0000,2.9600,4.4360,67.8000,21.6900,""
216.59,1164.0000,3.0000,4.4360,67.8000,634.7500,""
216.91,1097.0000,2.9200,4.4360,67.8000,130.5000,""
217.28,1074.0000,2.8400,4.4360,69.5000,561.7500,""
217.63,1058.0000,2.7600,4.4360,69.5000,561.7500,""
217.95,1068.0000,2.7600,4.4360,69.5000,21.6900,""
218.32,1081.0000,2.8000,4.4360,72.9000,310.0600,""
218.66,1177.0000,2.8800,4.4360,72.9000,454.5600,""
218.99,1218.0000,2.9200,4.4360,72.9000,310.2500,""
219.34,1286.0000,2.9600,4.4360,74.1000,310.2500,""
219.66,1318.0000,3.0000,4.4360,74.1000,22.0000,""
219.98,1289.0000,3.8000,4.4360,74.1000,22.0600,""
220.30,1222.0000,4.2800,4.4360,74.7000,635.0000,""
220.66,1132.0000,4.3600,4.4360,74.7000,310.0600,""
220.98,1113.0000,4.4000,4.4360,74.7000,310.2500,""
221.33,1065.0000,4.0000,4.4360,75.4000,635.0000,""
221.66,1209.0000,3.1600,4.4360,75.4000,130.0600,""
222.03,1273.0000,3.0400,4.4360,75.4000,94.5600,""
222.38,1273.0000,3.0000,4.4360,75.7000,130.1900,""
222.75,1222.0000,3.0000,4.4360,75.7000,561.6900,""
223.10,1138.0000,3.0000,4.4360,75.7000,634.7500,""
223.46,1100.0000,3.0000,4.4360,75.7000,561.7500,""
223.81,1090.0000,3.0000,4.4360,75.7000,21.6900,""
224.14,1074.0000,3.0000,4.4360,75.7000,454.5000,""
224.48,1065.0000,3.0000,4.4360,75.7000,130.2500,""
224.83,1062.0000,2.9600,4.4360,75.7000,130.3800,""
225.17,1049.0000,2.9600,4.4360,74.3000,454.5000,""
225.55,1046.0000,2.9600,4.4360,74.3000,634.8800,""
225.86,1052.0000,2.9200,4.4360,74.3000,634.7500,""
226.24,1049.0000,2.9200,4.4360,72.6000,634.6900,""
226.61,1049.0000,2.8800,4.4360,72.6000,454.5600,""
226.99,1046.0000,2.8400,4.4360,72.6000,130.1900,""
227.38,988.0000,2.8000,4.4360,70.9000,310.2500,""
227.74,1113.0000,2.9600,4.4360,70.9000,454.7500,""
228.11,1100.0000,4.1600,4.4360,70.9000,562.0600,""
228.50,1094.0000,4.3600,4.4360,69.0000,454.6900,""
228.90,1078.0000,3.7200,4.4360,69.0000,130.5000,""
229.26,1074.0000,3.1600,4.4360,67.8000,454.5600,""
229.60,1074.0000,3.0800,4.4360,67.8000,634.7500,""
229.92,1068.0000,3.0800,4.4360,67.8000,21.7500,""
230.30,1065.0000,3.0400,4.4360,65.7000,130.3800,""
230.62,1036.0000,3.0400,4.4360,65.7000,130.2500,""
231.01,1058.0000,3.0000,4.4360,65.7000,21.7500,""
231.34,1065.0000,3.0000,4.4360,63.0000,634.7500,""
231.71,1065.0000,2.9600,4.4360,63.0000,21.6900,""
232.06,1065.0000,2.9600,4.4360,63.0000,130.2500,""
232.43,1062.0000,2.9600,4.4360,61.3000,130.2500,""
232.80,1052.0000,2.9200,4.4360,61.3000,130.2500,""
233.18,1046.0000,2.8800,4.4360,60.4000,274.2500,""
233.52,1046.0000,2.8800,4.4360,60.4000,561.6900,""
233.83,1042.0000,2.8400,4.4360,60.4000,310.0600,""
234.18,1036.0000,2.8400,4.4360,59.8000,561.6900,""
234.54,1033.0000,2.8000,4.4360,59.8000,310.5000,""
234.90,1036.0000,2.8000,4.4360,59.8000,130.5000,""
235.23,1081.0000,3.2800,4.4360,59.8000,562.0000,""
235.57,1078.0000,4.2000,4.4360,59.8000,130.5000,""
235.92,1078.0000,4.3600,4.4360,59.8000,21.8800,""
236.31,1078.0000,4.4000,4.4360,59.8000,21.7500,""
236.64,1068.0000,4.0400,4.4360,59.8000,130.3800,""
236.99,1065.0000,3.2000,4.4360,59.8000,130.3800,""
237.35,1062.0000,3.0000,4.4360,59.6000,310.0600,""
237.68,1052.0000,2.8400,4.4360,59.6000,634.8800,""
238.06,1049.0000,2.6800,4.4360,59.5000,94.3800,""
238.42,1042.0000,2.5600,4.4360,59.5000,310.0000,""
238.79,1036.0000,2.4000,4.4360,59.5000,310.0000,""
239.15,1033.0000,2.3200,4.4360,59.5000,454.2500,""
239.52,1026.0000,2.2800,4.4360,59.2000,634.5000,""
239.86,1026.0000,2.2400,4.4360,59.2000,273.6900,""
240.22,1020.0000,2.2400,4.4360,59.2000,21.0600,""
240.55,1017.0000,2.2400,4.4360,57.7000,94.0000,""
240.93,1017.0000,2.2400,4.4360,57.7000,309.6900,""
241.28,1017.0000,2.2800,4.4360,55.5000,454.0600,""
241.68,1017.0000,2.3200,4.4360,55.5000,129.7500,""
242.03,1014.0000,2.3200,4.4360,55.5000,309.7500,""
242.38,1014.0000,2.3200,4.4360,54.3000,309.7500,""
242.74,1014.0000,2.3200,4.4360,54.3000,561.0600,""
243.10,1010.0000,2.3200,4.4360,54.3000,21.0000,""
243.46,1010.0000,2.3200,4.4360,54.4000,129.8800,""
243.86,1010.0000,2.3200,4.4360,54.4000,454.1900,""
244.21,1010.0000,2.3200,4.4360,54.3000,561.0600,""
244.59,1010.0000,2.3200,4.4360,55.3000,129.7500,""
244.96,1004.0000,2.3200,4.4360,55.3000,309.6900,""
245.34,1010.0000,2.3200,4.4360,57.3000,634.1900,""
245.69,1004.0000,2.3200,4.4360,57.3000,634.2500,""
246.05,1010.0000,2.3200,4.4360,57.3000,129.7500,""
246.48,1010.0000,2.3200,4.4360,59.3000,561.0600,""
246.83,1004.0000,2.3200,4.4360,59.3000,21.0000,""
247.19,1004.0000,2.3200,4.4360,59.3000,129.6900,""
247.54,1004.0000,2.3200,4.4360,60.7000,273.5000,""
247.89,1004.0000,2.3200,4.4360,60.7000,309.7500,""
248.26,1004.0000,2.3600,4.4360,61.3000,561.0600,""
248.62,1004.0000,2.3600,4.4360,61.3000,21.0000,""
248.96,1004.0000,2.3600,4.4360,61.3000,93.8800,""
249.33,1004.0000,2.3600,4.4360,61.8000,273.3800,""
249.71,1004.0000,2.3600,4.4360,61.8000,454.0600,""
250.11,1004.0000,2.3200,4.4360,61.8000,21.0600,""
250.46,1004.0000,2.3600,4.4360,62.8000,273.3800,""
250.83,1004.0000,2.3600,4.4360,62.8000,454.0000,""
251.18,1004.0000,2.3600,4.4360,62.8000,561.0600,""
251.54,1004.0000,2.3600,4.4360,63.5000,634.2500,""
251.87,1004.0000,2.3600,4.4360,63.5000,634.1900,""
252.19,1004.0000,2.3600,4.4360,63.5000,21.0000,""
252.56,1004.0000,2.3600,4.4360,64.3000,273.5000,""
252.94,1004.0000,2.3600,4.4360,64.3000,454.0600,""
253.30,1004.0000,2.3600,4.4360,64.8000,634.2500,""
253.66,1004.0000,2.3600,4.4360,64.8000,129.7500,""
254.02,1004.0000,2.3600,4.4360,64.8000,309.6900,""
254.45,1004.0000,2.3600,4.4360,64.9000,93.8800,""
254.82,1004.0000,2.4000,4.4360,64.9000,309.5600,""
255.20,1004.0000,2.4000,4.4360,64.8000,561.0600,""
255.55,1004.0000,2.4000,4.4360,64.8000,94.0600,""
255.94,1004.0000,2.4800,4.4360,64.8000,561.2500,""
256.35,1004.0000,2.6000,4.4360,65.0000,94.0000,""
256.74,1004.0000,2.5600,4.4360,65.0000,561.0600,""
257.14,1010.0000,2.5200,4.4360,65.0000,561.0600,""
257.50,1010.0000,2.5200,4.4360,65.0000,454.0600,""
257.89,1010.0000,2.5600,4.4360,65.0000,309.8800,""
258.21,1010.0000,2.6400,4.4360,65.0000,309.7500,""
258.56,1010.0000,2.6400,4.4360,65.7000,454.1900,""
258.98,1010.0000,2.6000,4.4360,65.7000,130.0600,""
259.38,1010.0000,2.5600,4.4360,67.1000,310.0000,""
259.78,1010.0000,2.4400,4.4360,67.1000,309.8800,""
260.10,1010.0000,2.3600,4.4360,67.1000,634.3800,""
260.50,1010.0000,2.3600,4.4360,68.1000,309.8800,""
260.88,1010.0000,2.3200,4.4360,68.1000,129.8800,""
261.26,1004.0000,2.3200,4.4360,68.2000,561.0600,""
261.63,1004.0000,2.3200,4.4360,68.2000,129.7500,""
261.98,1004.0000,2.3200,4.4360,68.2000,309.6900,""
262.38,1004.0000,2.3200,4.4360,68.1000,634.1900,""
262.74,1004.0000,2.3200,4.4360,68.1000,21.0600,""
263.14,1004.0000,2.3600,4.4360,68.1000,309.7500,""
263.50,1004.0000,2.3600,4.4360,68.2000,634.2500,""
263.81,1004.0000,2.3600,4.4360,68.2000,561.0600,""
264.13,1004.0000,2.3600,4.4360,68.2000,634.1900,""
264.46,1004.0000,2.3600,4.4360,67.5000,634.2500,""
264.77,1004.0000,2.3600,4.4360,67.5000,634.1900,""
265.07,1004.0000,2.4000,4.4360,67.5000,634.1900,""
265.39,1004.0000,2.4000,4.4360,66.7000,634.2500,""
265.71,1010.0000,2.4000,4.4360,66.7000,634.2500,""
266.03,1010.0000,2.4000,4.4360,66.7000,21.0000,""
266.37,1010.0000,2.4000,4.4360,66.0000,129.7500,""
266.67,1004.0000,2.4000,4.4360,66.0000,94.0000,""
266.99,1010.0000,2.4000,4.4360,66.0000,130.0000,""
267.31,1004.0000,2.5600,4.4360,65.3000,21.1900,""
267.66,1004.0000,2.6400,4.4360,65.3000,561.2500,""
267.98,1010.0000,2.5600,4.4360,65.3000,130.0000,""
268.34,1010.0000,2.4800,4.4360,65.3000,561.0600,""
268.67,1014.0000,2.3600,4.4360,65.3000,561.0000,""
269.02,1010.0000,2.3200,4.4360,65.3000,93.8800,""
269.36,1010.0000,2.3200,4.4360,65.3000,21.0600,""
269.68,1004.0000,2.3200,4.4360,65.3000,129.7500,""
270.00,1010.0000,2.3200,4.4360,65.3000,94.0000,""
270.34,1010.0000,2.3600,4.4360,65.9000,129.7500,""
270.67,1004.0000,2.3200,4.4360,65.9000,129.7500,""
271.06,1004.0000,2.3200,4.4360,65.9000,309.6900,""
271.39,1004.0000,2.3600,4.4360,66.0000,309.6900,""
271.74,1004.0000,2.3600,4.4360,66.0000,634.3800,""
272.06,998.0000,2.4800,4.4360,66.0000,454.5000,""
272.42,1014.0000,2.7200,4.4360,66.0000,130.1900,""
272.74,1042.0000,2.8000,4.4360,66.0000,634.7500,""
273.07,1042.0000,2.8000,4.4360,66.0000,310.0000,""
273.42,1036.0000,2.7600,4.4360,66.0000,561.6900,""
273.76,1033.0000,2.7600,4.4360,66.0000,561.7500,""
274.08,1033.0000,2.7600,4.4360,66.0000,634.7500,""
274.42,1030.0000,2.8000,4.4360,66.0000,310.2500,""
274.72,1030.0000,2.8000,4.4360,66.0000,310.0000,""
275.07,1026.0000,2.8400,4.4360,66.0000,454.5000,""
275.42,1026.0000,2.8400,4.4360,66.0000,634.7500,""
275.79,1020.0000,2.8800,4.4360,66.0000,130.1900,""
276.11,1026.0000,2.9200,4.4360,66.0000,22.0000,""
276.46,1033.0000,2.9600,4.4360,65.4000,130.3800,""
276.80,1058.0000,3.0400,4.4360,65.4000,310.5000,""
277.14,1100.0000,4.0800,4.4360,65.4000,22.0600,""
277.46,1158.0000,4.3200,4.4360,65.4000,130.2500,""
277.78,1202.0000,4.4000,4.4360,65.4000,21.8800,""
278.13,1257.0000,4.3200,4.4360,65.4000,94.5600,""
278.47,1292.0000,3.4400,4.4360,63.9000,22.0600,""
278.79,1324.0000,3.9600,4.4360,63.9000,635.5000,""
279.12,1577.0000,4.3200,4.4360,63.9000,635.3800,""
279.46,1612.0000,4.4400,4.4360,62.4000,310.3800,""
279.81,1532.0000,4.4000,4.4360,62.4000,310.1900,""
280.18,1244.0000,4.4400,4.4360,62.4000,310.1900,""
280.53,1154.0000,4.0400,4.4360,62.4000,454.5000,""
280.90,1110.0000,3.1600,4.4360,62.4000,310.0600,""
281.23,1084.0000,3.0400,4.4360,62.4000,561.6900,""
281.54,1074.0000,2.9600,4.4360,65.1000,94.5000,""
281.86,1065.0000,2.8800,4.4360,65.1000,561.6900,""
282.16,1058.0000,2.8400,4.4360,65.1000,130.5000,""
282.53,1033.0000,2.8400,4.4360,66.9000,634.8800,""
282.87,1177.0000,2.8400,4.4360,66.9000,21.7500,""
283.20,1244.0000,2.8400,4.4360,66.9000,130.5000,""
283.54,1308.0000,3.8000,4.4360,66.9000,635.0000,""
283.86,1372.0000,4.3600,4.4360,66.9000,310.6900,""
284.16,1513.0000,4.4400,4.4360,66.9000,562.0600,""
284.51,1765.0000,4.4400,4.4360,66.9000,130.5600,""
284.85,1916.0000,4.4400,4.4360,66.9000,130.5600,""
285.17,2076.0000,4.4400,4.4360,66.9000,561.8800,""
285.55,1769.0000,4.4400,4.4360,67.5000,562.0000,""
285.91,1932.0000,4.4400,4.4360,67.5000,562.0600,""
286.26,1500.0000,4.4400,4.4360,67.5000,454.6900,""
286.58,1257.0000,4.4400,4.4360,67.5000,561.8800,""
286.95,1129.0000,4.0800,4.4360,67.5000,561.7500,""
287.31,1097.0000,3.2400,4.4360,67.5000,21.7500,""
287.65,1084.0000,3.0400,4.4360,69.8000,561.6900,""
288.02,1074.0000,2.8800,4.4360,69.8000,634.7500,""
288.42,1058.0000,2.8000,4.4360,71.1000,454.5600,""
288.79,1046.0000,2.7600,4.4360,71.1000,561.6900,""
289.14,1042.0000,2.7600,4.4360,71.1000,634.7500,""
289.49,1036.0000,2.7600,4.4360,71.1000,561.6900,""
289.87,1042.0000,2.7200,4.4360,71.1000,21.5000,""
290.24,1042.0000,2.7600,4.4360,71.1000,130.5000,""
290.59,1042.0000,2.7600,4.4360,71.1000,130.5600,""
290.95,1033.0000,2.7200,4.4360,71.1000,634.8800,""
291.31,1033.0000,2.7200,4.4360,71.1000,310.1900,""
291.70,1036.0000,2.7200,4.4360,70.0000,561.6900,""
292.06,1036.0000,2.7600,4.4360,70.0000,130.5000,""
292.39,1033.0000,2.7200,4.4360,68.6000,561.6900,""
292.72,1036.0000,2.7600,4.4360,68.6000,310.2500,""
293.06,1042.0000,2.7600,4.4360,68.6000,130.5000,""
293.41,1042.0000,2.7600,4.4360,67.5000,130.5000,""
293.78,1033.0000,2.7200,4.4360,67.5000,310.2500,""
294.13,1033.0000,2.7200,4.4360,67.5000,310.1900,""
294.51,1036.0000,2.7200,4.4360,66.7000,130.2500,""
294.86,1042.0000,2.7200,4.4360,66.7000,310.1900,""
295.27,1042.0000,2.7600,4.4360,66.7000,310.1900,""
295.63,1036.0000,2.7600,4.4360,66.3000,21.7500,""
296.00,1036.0000,2.7600,4.4360,66.3000,310.2500,""
296.38,1036.0000,2.7600,4.4360,66.0000,130.3800,""
296.74,1042.0000,2.7600,4.4360,66.0000,310.3800,""
297.12,1042.0000,2.7600,4.4360,66.0000,454.5600,""
297.47,1094.0000,2.8800,4.4360,66.2000,454.6900,""
297.78,1078.0000,2.9200,4.4360,66.2000,310.3800,""
298.08,1078.0000,2.9200,4.4360,66.2000,130.5000,""
298.48,1068.0000,2.9200,4.4360,65.8000,130.3800,""
298.82,1065.0000,2.9200,4.4360,65.8000,310.2500,""
299.15,1065.0000,2.9200,4.4360,65.8000,454.5000,""
299.50,1065.0000,2.9200,4.4360,65.7000,21.7500,""
299.84,1062.0000,2.8800,4.4360,65.7000,130.5000,""
300.16,1062.0000,2.9200,4.4360,65.7000,561.7500,""
300.56,1058.0000,2.8800,4.4360,65.6000,634.7500,""
300.88,1058.0000,2.8800,4.4360,65.6000,130.3800,""
301.25,1058.0000,2.8800,4.4360,65.6000,310.1900,""
301.58,1052.0000,2.8400,4.4360,64.5000,561.6900,""
